alpha_gluon beta_gluon alpha_up beta_up epsilon_up gamma_up alpha_down beta_down epsilon_down gamma_down norm_sigma alpha_sigma beta_sigma
1.236073754320482720e+00 1.293358952485670621e-01 3.217143999930688558e+00 1.793180677403281020e+00 4.810750715591625148e-01 6.443558801557967008e-01 1.375428415865019405e+00 2.981925525607296290e+00 2.860144139962549570e+00 8.503328822595028758e-01 3.276465828980692052e+00 1.354892080144287192e+00 6.917744429238317228e-01
1.385128071071583866e+00 1.853297219740394630e-01 1.994537258516506206e+00 2.269333856334713406e+00 1.616214710554200407e+00 5.099821932495216537e-01 2.350910137732103999e-01 2.907071417523479528e+00 1.403730609664554985e+00 6.248460146851892993e-01 9.948800527782313274e-01 2.029274329010488209e+00 1.023610945659461535e+00
1.417595773893759459e+00 1.410130662543387370e-01 2.665202833387608106e+00 3.069172389079325658e+00 4.373423387740023593e-01 1.452316420442724798e+00 2.852662944177587701e+00 2.788786219636373964e+00 3.309126717574226273e+00 3.079696643180674376e-01 2.844324914228137491e+00 2.897224864053953297e+00 7.613611663898809390e-01
1.397448176740856418e+00 1.144465554412002622e-01 1.598918425135890109e-01 2.207661197208809600e+00 7.860702110322069780e-01 3.263579618425413997e+00 3.039353495237006708e+00 2.299868423379290761e+00 3.642270323778923347e-02 2.531526405125608115e+00 5.492763886142215668e-01 3.001901639241078001e+00 9.648754863397885906e-01
1.421464540822382494e+00 9.681471867872575021e-02 1.120415954349847976e+00 3.390399967046465513e+00 2.024676830273015593e+00 7.595618604359727355e-01 3.250088841935927508e+00 2.577476503602757152e+00 2.000909121357930420e+00 2.135959121608992817e+00 2.068626525970749697e+00 1.502468199854392950e+00 3.367018150585666003e+00
1.139555290002565613e+00 5.219276009580786635e-02 2.352047930343707183e+00 1.155379552814640665e+00 1.816969148455132299e-01 1.557201528546348357e-01 2.446553804593900455e-02 6.579345837467509561e-01 2.882256445695409730e-01 1.236578562077437438e+00 3.360090355784339788e+00 1.591538689749374402e+00 4.015651105818345834e-01
1.417799901203404822e+00 1.276538626973475477e-01 3.244620475763872136e+00 1.451694153342656834e+00 7.868210106420812089e-01 1.757774033595968621e+00 1.545347300216106223e+00 8.506329245548858164e-01 2.684384254632957711e-01 1.389332501246788976e+00 1.922839164917276022e+00 2.535816605999947626e+00 1.697277774636855474e+00
1.386571221302305146e+00 8.564764745516124933e-02 1.897435431525717808e+00 9.730303668111415227e-01 2.678201855261215680e+00 9.080417742885472654e-01 2.265572270658684051e+00 1.621297531905643297e+00 1.258715244580610904e+00 3.262569250142883792e+00 7.114802261996393540e-01 3.060994705031864882e+00 8.140945694301648938e-01
1.285553066112995690e+00 1.677687261190779766e-01 2.692614516987143158e+00 2.738986450764647085e+00 1.744115946374634074e+00 2.416546813534096838e+00 2.424086102558336009e+00 2.924464236825430774e+00 4.689444851441876838e-01 3.721397564674393532e-01 1.055137058522995996e+00 1.965881273238451854e+00 5.579904141741274248e-01
1.230422257891207849e+00 1.309962907610775495e-01 1.228501107172322637e+00 1.855975247384658022e+00 8.633984165998570548e-01 2.840399695842276362e+00 1.972690344448197353e+00 3.351992885538088274e+00 1.351298232713248781e+00 1.361475604087750257e+00 2.036001484600530098e+00 1.570815667479344757e+00 1.941545513929650912e+00
1.229303517163074178e+00 1.104677401756167521e-01 2.164417691774132013e+00 1.698150613241336648e+00 4.972840592290559969e-01 8.742115504419496474e-01 7.871806393066912433e-01 1.342447643985322348e+00 2.696942343176517820e+00 2.254123664124956239e+00 2.563414321982453892e+00 2.093875860123465937e+00 1.727611390079536235e+00
1.288520327176809976e+00 1.949930190451560630e-01 1.392031594425958918e+00 5.814935733697171871e-01 2.381214546727699943e+00 8.459220639833453514e-01 2.069577791422486435e+00 2.287509918461593905e+00 4.137167456793152120e-01 5.355973953740367222e-02 7.987128670732023261e-01 4.565543522402766841e-01 2.588168682305591162e+00
1.290360284270323010e+00 1.901976585650718976e-01 8.732750571955176511e-02 5.195612441238671719e-01 8.715388658768505881e-01 2.593693320891897525e+00 9.914515066732085269e-02 2.208413717785018271e+00 1.013062975188653514e+00 4.160994019496747631e-01 6.480093149697664368e-01 3.826574626944627688e-01 2.254150037099821979e+00
1.474734869850295782e+00 6.370260992549996171e-02 3.030594013120909036e+00 9.344585164696271873e-01 2.041957345946672664e+00 2.937731516576131074e+00 9.874994767196147993e-01 1.021195475477133796e-01 1.470696996289928282e-01 8.058640433021589944e-01 7.208559856157250589e-01 2.173883099906364968e+00 1.471462562517180106e-01
1.299228634513895031e+00 1.285276832290870586e-01 1.884155430315497037e+00 2.449854155254736821e+00 3.012125220248835333e+00 2.521071176350287990e-01 1.364162787438683300e-01 1.276291243063560676e+00 2.340819901813283366e+00 2.876360726273681667e+00 1.675726139201877851e+00 2.999281652565161771e+00 1.974913903418719086e+00
1.427099157432130339e+00 1.034801722628415632e-01 1.841512620713771753e+00 1.783785088522119366e+00 2.920572413731490347e+00 2.230745785687797245e+00 2.391472024077240466e+00 3.058228472294005851e+00 2.996120700834583150e+00 1.319374769006429915e+00 8.411774244326436500e-01 1.036941121328713633e+00 3.340820679096237811e+00
1.263317609929200502e+00 5.064519005534073859e-02 8.431402183943281781e-02 2.646248953440863971e+00 1.752913080660980727e+00 1.971477390118599349e+00 3.376251923853736958e+00 1.157088488654651748e+00 2.189849060699245342e+00 3.373966031329851956e-01 4.511761378702892206e-02 2.213796112748099176e+00 4.620940678553046854e-02
1.163480034029459986e+00 6.889358161172036421e-02 2.310997287542003953e+00 1.783439612836407173e-01 2.196809292119546786e+00 5.745422372612516565e-02 7.514806502475657179e-01 2.741908481372300699e+00 2.337722398065806839e+00 2.845329806054201605e+00 2.281979575268688443e+00 3.255948205557363528e-01 1.034091119884245291e+00
1.265832496731650547e+00 1.524948808274986800e-01 1.139393664091040703e+00 9.422989753905546273e-01 3.202868625740287745e-01 3.140769020826965185e+00 1.489137498268698012e+00 2.165720691038634182e+00 1.256986007554924845e+00 2.455209032963073579e+00 2.174647894594546660e+00 2.425953614697928251e-01 3.941205838649149973e-01
1.391288552791690725e+00 7.456497464720283908e-02 2.339808545859096256e+00 1.474331182438558985e+00 1.011295666906283364e+00 2.230900088272040060e-01 1.673815131963554803e+00 2.991627960788825202e+00 8.647295695788738135e-01 1.739977105479243669e+00 1.299498408735597355e-01 4.148986417207463639e-01 2.984701532508479360e+00
1.409368414732962593e+00 8.613083990424627578e-02 8.133650409007489035e-01 1.942748755917575121e+00 1.721889290920088467e+00 1.792490591799565269e+00 8.110920537233456962e-01 5.956780643761993010e-01 2.080806234074824790e+00 2.960247738581176069e+00 2.218446608203056281e-01 1.241566418858155219e+00 1.001261378970572213e+00
1.400707021120675799e+00 1.580605760804283388e-01 1.610723423076838301e-01 2.680406726958501462e+00 1.172114627749976989e+00 2.311161276658550534e+00 1.371514180416748996e+00 1.540158184267477859e+00 3.730962493533229729e-01 2.082480322586769184e+00 2.743007859122314152e+00 1.287349828577133426e+00 1.442820436308833276e+00
1.449535565622523059e+00 1.154843514451937281e-01 5.404537909397340023e-01 3.284543301110571800e+00 9.681435156842960188e-01 2.300759714222668340e+00 2.346116741145976459e+00 2.404087316357550907e+00 1.107061317897179986e+00 2.652304927076126528e+00 3.354347979471078656e+00 3.915143722996267672e-01 2.554277294431795742e+00
1.303516127247431378e+00 1.698701448421973959e-01 3.330666498090300021e+00 1.617869577625419497e+00 3.219491214789020006e+00 2.921385829395482414e+00 1.547923570180217423e+00 1.363082746856769445e+00 2.088373897379279143e+00 6.905503906252710156e-01 7.763600269042751911e-01 1.391550863066244981e+00 1.642820209118701635e+00
1.355433691951487551e+00 1.284582508637699405e-01 1.992271792171724343e+00 2.184332516190261586e+00 1.309338521294275415e+00 1.649422107885600841e+00 2.622971655197761098e-01 1.887634729490283714e-01 3.347401042428684192e+00 1.243513435158857039e+00 2.311209243851766182e+00 1.525302967357321959e+00 1.106289068278033971e+00
1.191374378644072252e+00 1.760407059552927811e-01 5.309965970091292675e-01 1.597898246742782913e+00 2.027654089925507996e-01 1.900263515508564316e+00 1.278042331629646533e+00 1.293178898402385979e+00 4.794771343627040605e-01 1.686332535542035771e+00 9.473749788135807925e-01 6.997343212004349111e-02 3.388421219752268509e+00
1.360664539563152031e+00 9.163003021218711630e-02 2.766216786440544029e-01 2.413775798167841824e+00 5.670330202358022653e-01 1.464822101319277203e-01 2.867660993105907608e+00 3.340045037593259991e+00 3.834013360493307987e-01 1.081265124455612764e-01 4.529279272467047202e-01 1.345465100296479033e+00 3.224750983138985894e-01
1.345040570962841242e+00 1.799196134659033774e-01 2.875652387711278735e+00 2.665130232118867237e+00 8.537209239239909042e-01 7.327119327974416230e-01 3.166963412050881832e+00 2.839964380248884535e+00 9.028648538592646267e-01 1.902545222367824751e+00 1.395403360893845424e+00 1.402509437173752538e+00 3.187341447413375661e+00
1.269469650812275807e+00 2.436391448976704677e-01 2.354309137581077849e+00 8.018501312278254467e-01 3.005435084046277794e+00 1.835298001044871175e+00 1.306781622141920174e+00 1.450101097105332304e+00 2.325554402393815945e+00 2.885906266628030625e+00 1.804905486134216419e+00 4.203886261248122591e-01 3.153033182562629655e+00
1.337252683695845157e+00 1.757706710821859142e-01 3.274855640049767924e+00 2.975356056430244589e+00 3.034639528639923700e+00 1.394539226922411279e+00 2.046111248819685979e+00 3.299233693864778605e+00 8.577754265717767446e-01 2.790459815731575866e+00 1.330006977453994432e+00 2.194198456300240074e-01 2.715073137365082712e+00
1.189088759236330395e+00 1.175381478913276184e-01 6.293554543313268912e-01 3.314537125136635787e+00 3.167432047846444387e+00 3.855653336589304203e-01 2.215895118521350238e+00 9.172342797856147811e-01 2.976243112041080607e+00 5.620852233156790195e-02 2.939981655775445457e+00 1.762450270609472236e+00 2.393804105578953401e+00
1.240767528206621284e+00 1.037049959652653480e-01 3.218725888482987241e-01 2.370714669452911760e+00 1.164232088941307142e+00 4.775257538619552267e-01 2.523283149272264492e+00 2.225278752530782889e+00 2.443425493762749756e+00 2.801121672646515570e+00 1.598145154331634676e-01 7.580476752908800464e-02 1.246972981997745089e+00
1.647736477796696075e+00 1.292392291220954281e-01 2.395278171499425124e+00 8.560685604224783918e-02 4.123161400966743884e-01 1.442694202773814993e+00 5.244368614586897293e-01 9.831004623596045766e-01 1.170681084272066519e+00 2.361617313372037952e+00 2.605553009918538887e+00 1.100465392052520697e+00 5.916773327693464896e-02
1.249541319410427453e+00 1.370782893034657723e-01 2.714060592629847335e+00 1.998056862051568114e-02 2.795256916846450834e-01 3.005833091624189546e+00 1.822743105549503806e+00 3.098761054030793272e+00 1.043687636238516570e+00 9.512218834484208463e-01 2.554752941980233949e-01 2.311194498663341701e+00 2.608155898569217701e+00
1.218979982306707788e+00 8.800157206032206691e-02 1.534979374917898376e+00 2.214140322179811271e+00 2.347878116054551878e+00 2.305051945026204585e+00 1.534231503167743593e+00 1.942214566017377075e+00 7.457500582041541870e-01 2.523009060448160756e+00 6.892816249623425762e-01 2.850533885412763979e+00 5.781761462786961792e-01
1.343444700821635474e+00 1.256650481690869403e-01 2.974895807680102977e-01 2.354082659578653924e+00 1.160873724837963916e+00 4.985869538434885562e-01 5.480173243140062933e-01 1.813027763130557135e+00 1.906936861102937142e+00 2.266549125401144060e+00 2.263645662733157482e-01 5.236510269405657558e-01 2.504110773319092154e+00
1.299842391227402638e+00 7.519696433492546739e-02 2.468557929177259247e+00 2.374572498898638084e+00 1.965950041591689290e+00 3.040335893412158708e+00 3.368704120365205057e+00 6.726561846333021233e-01 3.241080022598967325e+00 2.721958963784568919e+00 1.289512720159579517e+00 5.376562666718331940e-01 2.675877515184578392e+00
1.445529753072529067e+00 7.997619855197457550e-02 2.989050099507905678e+00 6.617988174386240097e-01 2.073728113361324787e+00 9.494394684660466543e-01 5.035973101542217112e-01 2.825752880969077285e+00 7.094599619722630028e-03 3.310251548369448571e+00 2.624659683009878286e+00 2.472893495407789466e+00 4.747691773276184746e-01
1.464480926564032393e+00 1.849800373169667722e-01 6.230092035420905505e-01 1.249133641144370088e+00 3.020203594045880457e+00 2.406244941791174430e+00 4.922188125595521879e-01 2.459895538005504534e+00 2.845728032778543248e+00 2.810619255716150899e+00 2.537276573851792616e+00 1.127727431572476569e+00 2.403254268934413018e-01
1.183833255491723468e+00 1.399016967284840984e-01 2.788448867240035600e+00 2.171928681119263072e+00 2.812611127661244770e-01 2.345673644894442411e+00 1.674942698612996494e+00 2.075935762085848069e+00 3.276092522899721526e+00 1.463051850722960623e+00 8.313989977447462376e-01 2.223698131122259891e+00 5.562724915443343354e-01
1.271715968209087499e+00 1.319488764431531735e-01 1.859237339476133233e+00 1.905886088272299439e-01 2.505085329569769037e+00 1.229751729707293517e+00 3.034421615438187558e+00 8.011271615323445339e-01 5.301909053704285668e-01 3.071444936338749709e+00 1.716180570530558613e+00 3.173710159173169121e+00 1.983768155431134161e+00
1.382415020481886136e+00 1.692519992133310891e-01 2.374768212854126759e+00 1.150210469599220353e+00 2.643558572750573266e+00 2.850182029231890235e-01 2.751087096700408630e+00 8.297231309810082500e-02 7.532243596841530220e-01 1.317507936857457596e+00 2.932218453594459540e+00 6.819593104975625319e-01 3.455544993849467561e-01
1.300858014890106773e+00 1.229533017290003888e-01 1.994198091980504906e+00 1.219990023538215729e+00 1.334822111736635675e+00 1.555602517560725540e+00 2.777207155745279099e+00 1.478358057256776048e+00 2.326144152898075301e+00 1.279929571488563345e-01 2.441548903737749202e-02 2.575287194192593887e+00 9.528436290196526937e-01
1.302266781507221749e+00 7.539388431532935420e-02 1.932852176097614061e+00 2.367861113858297450e+00 9.778043313038837780e-01 2.523821739050739144e+00 2.148831752389363636e+00 1.607804669375262563e+00 2.647444941951702102e+00 1.270457467591554535e+00 3.191916346735512722e+00 7.273351788434151421e-01 2.447498967186044982e+00
1.496716730900327530e+00 9.905692605023319608e-02 2.709718152557275328e+00 2.650715078273401915e+00 3.085466771161489596e+00 5.656176884157183560e-01 3.314210530784330366e+00 1.203157606370923949e+00 2.572286819047747142e-01 9.836419691511578967e-02 3.939743560991498250e-01 2.950153482232572344e+00 1.978759692484992172e+00
1.322348170647014376e+00 1.741558999377858796e-01 8.935501965715524353e-01 2.516519681180039214e+00 2.225852088382187066e+00 2.647874518435179514e+00 2.955311102428109571e+00 1.060821808397331006e-01 2.806265707433923673e+00 1.798172947437853830e+00 3.615475361053445136e-01 2.316532488975266535e+00 5.433036856127458902e-01
1.428040822493356288e+00 1.073407865636342579e-01 2.454675179027425269e+00 2.869941306188523722e+00 2.087360757856778992e+00 2.298265279118155924e+00 7.081675104297678880e-01 1.111208094972661486e+00 2.715099307676439366e+00 3.178982817414383710e+00 2.823658180624756195e-02 1.634773396945678581e+00 2.615054068381906127e+00
1.276035646713595151e+00 1.359123865307908241e-01 3.835977741665839297e-02 3.346293368408800539e+00 2.212256076784653303e+00 1.914747647081671111e+00 2.151130698435894661e+00 2.455897968824296118e+00 1.057762489491611557e+00 2.909602253657733506e+00 1.582027275454597204e+00 2.361313605064990107e+00 1.920310890826056216e+00
1.348679074909547415e+00 1.127515138722968019e-01 3.355658854925176460e+00 9.851979271785724634e-01 2.165928783133044710e+00 2.349358935693989459e+00 1.775750495765574533e+00 5.380110118041478984e-01 1.571258477979848411e+00 2.687518357851865769e+00 1.084212662053133824e+00 2.924797759427432808e+00 1.862034941904280871e-01
1.243847203979236538e+00 1.064123417737876109e-01 2.931766318169831465e+00 6.900328254172287679e-01 1.865575989031992066e+00 2.417036801811905278e+00 3.227822882815023497e+00 1.367336271374429479e+00 1.587545247514365876e+00 2.854495002194392228e+00 3.055956139751486056e+00 1.473712607201941027e-01 2.894386292458654975e+00
1.378405323601625154e+00 4.798329066047398589e-02 1.712453454014029264e+00 1.803872160779001588e+00 1.434531816031564322e+00 1.464163490959227154e+00 1.929322699622193271e+00 2.734130756814786345e+00 1.663311986707365353e+00 2.710423471419942665e+00 1.853250935142064071e+00 3.381699335492598379e+00 3.075200551361109369e+00
1.590094868150155882e+00 9.454096811007998979e-02 2.744089709153031631e+00 1.114110063098872949e+00 1.745459488657405744e+00 7.976528002528825156e-02 3.098619150150130896e-01 1.954186125144404151e+00 2.399572912909540445e+00 1.825316680483495935e+00 2.665717969424970413e+00 3.189410530335981431e+00 1.526148002661420700e+00
1.456298541708433980e+00 9.741227148829427473e-02 2.888741390243967810e+00 2.185124046762089711e-01 1.400037475568476131e+00 6.063601652254375640e-01 1.586664644184435424e+00 9.279972236962888976e-01 2.126934503207102978e+00 2.296188036351885398e+00 2.872642347515878658e+00 2.205576444785650736e+00 2.303686892662198282e+00
1.371281955286110632e+00 3.864962718976270445e-02 2.692620329983979044e+00 3.926909356254673633e-01 3.078687571154071101e+00 2.490883512396676824e+00 6.355925948853148322e-01 2.651433935173827194e+00 3.328455658657504923e+00 6.886252940259567357e-01 2.165838875730330404e+00 1.410982816957991437e+00 6.223081487225501363e-03
1.390038789519294049e+00 1.220561589530028135e-01 2.881870442123374287e-01 3.138976905824307995e+00 5.805566603073650800e-01 3.063257545901111989e+00 2.548451137145914203e+00 1.956150083867563172e+00 3.160300745444785675e-01 9.066225922260505721e-01 8.897758314674030222e-01 2.363689967956303928e+00 1.454648319355656305e+00
1.305341441786638468e+00 1.204637406664061938e-01 1.907354394444935153e+00 3.311610456072647146e+00 5.874277907458956838e-01 1.344045754576999929e+00 1.440732331335735195e+00 2.280019554758624611e+00 1.185523096037255586e+00 1.271947753252667290e+00 2.653417452212324390e-01 1.021509781020977004e+00 2.129589106299472956e+00
1.290360284270323010e+00 1.901976585650718976e-01 8.732750571955176511e-02 5.195612441238671719e-01 8.715388658768505881e-01 2.593693320891897525e+00 9.914515066732085269e-02 2.208413717785018271e+00 1.013062975188653514e+00 4.160994019496747631e-01 6.480093149697664368e-01 3.826574626944627688e-01 2.254150037099821979e+00
1.181025987598240512e+00 1.603112356476189548e-01 6.452853989050841843e-01 2.958756374071421114e+00 1.007105373016379223e-02 9.653188358670512503e-01 1.093688041920354737e+00 1.995144360345210588e+00 6.679135559777715780e-01 8.913505994865439375e-01 2.203644067338604629e+00 2.808640371887581200e+00 4.722013006341129748e-01
1.444747304071244187e+00 1.053368086469380072e-01 3.336984449562698352e+00 2.371020385481402773e-02 2.556054517599044562e+00 1.326001151833618552e+00 1.366552588916118749e+00 3.638939898405879059e-01 1.656781936870418637e+00 1.920211351807786793e+00 1.708584609808649901e+00 3.218672848748487247e+00 2.584295070112015758e+00
1.205290822524726302e+00 9.360527694291306822e-02 1.049481333351544698e+00 1.154716620365621615e+00 2.446102099496521021e+00 2.770252384801143108e+00 2.320385006657332827e+00 1.341781102702992667e+00 1.425158364314136339e+00 2.620263617539348111e+00 3.224440139945575101e+00 1.682097564692326630e+00 2.966065138145814295e+00
1.341564735683841603e+00 1.556672770374268600e-01 2.256383577825542108e+00 1.094313874357976557e+00 5.132456508379105997e-02 1.018186499145648405e+00 2.358313489042129785e+00 2.593797004984668586e+00 1.145396615702294119e+00 2.493462071331442154e+00 1.611855087027572742e+00 1.779821159664304098e+00 3.374035699497169305e-01
1.233692898412838579e+00 1.033492185704166927e-01 1.036341949905226212e+00 1.528888503889162642e+00 1.562539166416872183e+00 3.096966701658026566e-01 1.772968847820520999e+00 1.976051011764834442e+00 1.514862205322725419e+00 3.035708009878269831e+00 2.645092653183034770e+00 1.453350206290438651e+00 2.722605960142319148e+00
1.289029681226865343e+00 1.374073768615806102e-01 4.311382525990702930e-01 2.666741878062316662e+00 1.921817194129668005e+00 4.717114001932892209e-01 1.481741487291780901e+00 1.022474531487891580e+00 2.962930717242422407e-01 1.783275103513574988e+00 5.873810899368774319e-01 1.628575661159085808e+00 3.178772798007337919e+00
1.387914837749849140e+00 1.803541993565383472e-01 1.125510744086385850e+00 2.482305270792076524e+00 2.320692833554899082e+00 6.614958071348517876e-01 3.220898235930900744e-01 2.631893101200161400e+00 3.178238011557001919e+00 2.789479203499180660e+00 2.556543172789644269e-01 3.332829025162226788e+00 9.838523188762593463e-01
1.590967145150194773e+00 1.004676586535004773e-01 2.950296693064056619e+00 2.191497628224164718e+00 6.797864098466619431e-01 3.372157180637495699e+00 1.683622743550723388e+00 2.799755891627230486e+00 1.963056940334016565e+00 4.131451572163488684e-01 3.009686463929336586e+00 2.633594445514387594e+00 1.160147700111903379e+00
1.309228213310509092e+00 8.457683135445943912e-02 2.041156410578827352e+00 1.119129243427701148e+00 3.327076854171940656e+00 2.983576727518145177e-01 7.897156413073712633e-01 2.267485928428663033e+00 2.944317237206385496e+00 6.500793109216781440e-01 2.530116783557254667e+00 2.981113343125047499e-01 9.999742022582988055e-01
1.218880474869884267e+00 1.582453503505672210e-01 2.191737699230296710e-01 2.801034382166498471e+00 1.836834227500646177e+00 2.145396393468166796e+00 1.040713357654367011e+00 1.031818717699416688e+00 3.193253841145936800e+00 5.834531439761905247e-01 2.478247831470125132e-02 2.072085996808922470e+00 7.846219686898052437e-02
1.331812088010435824e+00 7.010749393012467856e-02 1.333664236706758821e+00 2.512080454495701609e+00 5.429966944725460598e-01 3.112926725014144136e+00 6.852040372667280721e-01 1.725619552438171889e+00 1.173284058033836549e-02 4.799293040472607519e-02 1.665112033407441183e+00 2.585597847907562308e+00 3.198309420957690108e+00
1.654450416072447361e+00 2.029643929950132597e-01 2.565185060721685950e+00 1.777429599084561662e+00 2.214988239028765626e+00 1.628817006728937866e-01 7.134244879656248539e-01 1.599517297943206628e+00 1.890717365273631989e+00 1.322061535295417922e+00 1.552750759746181375e+00 3.892403998330626336e-01 1.852481913327065133e+00
1.618256693730702800e+00 1.193921870270947122e-01 6.727716350594532546e-01 9.378195291076569795e-01 1.948544489754402420e-01 8.107355678783707553e-01 1.737690388447628909e+00 2.069709563901430904e+00 1.641657737841794029e+00 3.125261396912028200e+00 2.210825244091549013e+00 1.529335261187023010e+00 1.950035956748698229e+00
1.299842391227402638e+00 7.519696433492546739e-02 2.468557929177259247e+00 2.374572498898638084e+00 1.965950041591689290e+00 3.040335893412158708e+00 3.368704120365205057e+00 6.726561846333021233e-01 3.241080022598967325e+00 2.721958963784568919e+00 1.289512720159579517e+00 5.376562666718331940e-01 2.675877515184578392e+00
1.286315642552340099e+00 1.301947445795471336e-01 1.429322189764217432e+00 2.096098757910259458e+00 8.315127340542437517e-01 3.165846289475673370e+00 1.039199809907778604e+00 3.170649063325547079e+00 1.430898111660768413e+00 5.439657092450276288e-01 2.707774426366413856e+00 3.953392254209296963e-01 3.141852208717877293e+00
1.518010200272675414e+00 1.023947165255034153e-01 1.004142032943588614e+00 3.134495011791967656e+00 9.155108372795607297e-01 1.729569503025855992e+00 1.447698210521985329e+00 1.362300853554280211e+00 3.256419989839431484e+00 2.276239783241237546e+00 2.306392180483616272e+00 3.077419163814324246e-02 2.154197804824953266e+00
1.507383317384664467e+00 1.680994189489591617e-01 1.931560056500562617e+00 2.106929070418411598e+00 3.227557834958399763e+00 5.861625059026455142e-01 7.072274327409610040e-01 2.798978456776683998e+00 1.812904690018683485e-01 2.395963076693748306e+00 3.381648455086279981e+00 1.826371748491039115e+00 1.890108596692735565e+00
1.366347541138919430e+00 1.010179183326691266e-01 8.647523578320982507e-01 3.173085989297798726e+00 2.065898097810378253e+00 1.410951482261423973e+00 2.567028051009033529e+00 6.913519675448646096e-01 2.927186531827386862e+00 5.077497419923769906e-01 1.722324813652248987e-01 2.165369009877339046e+00 2.135531763328570865e+00
1.137715315477491940e+00 7.798333942226051696e-02 1.786881590079263837e+00 1.955123122036706240e+00 1.826762680276236006e+00 1.342519672500415817e+00 9.847441703303566607e-01 1.257367709425845970e+00 7.875138375292368986e-02 1.020102230868992432e+00 6.085869321712228386e-01 1.064770112685064385e+00 2.462960435367478773e+00
1.269547722283852709e+00 1.202744388944800985e-01 1.248930567307852124e+00 1.432277018641592070e+00 3.059583374755565632e+00 5.961094996762209552e-01 6.642095858124329455e-01 2.070283919148639684e-01 1.512584943472940369e+00 2.591496563396637143e+00 1.908987745584207252e+00 5.181363699743601892e-01 1.559717900352180608e+00
1.400707021120675799e+00 1.580605760804283388e-01 1.610723423076838301e-01 2.680406726958501462e+00 1.172114627749976989e+00 2.311161276658550534e+00 1.371514180416748996e+00 1.540158184267477859e+00 3.730962493533229729e-01 2.082480322586769184e+00 2.743007859122314152e+00 1.287349828577133426e+00 1.442820436308833276e+00
1.621275602462202814e+00 1.119150080432363276e-01 2.599432449556625446e+00 2.331577034056834918e+00 8.331984082943670600e-02 2.352942434001031202e+00 2.730056051695470831e+00 1.790716509546364854e+00 3.248743925880931638e+00 1.197283420792903286e+00 1.789253822123355597e+00 1.850818811808224051e+00 3.065028325844121770e+00
1.182237376487362823e+00 1.090861294558879702e-01 5.360883108212829429e-01 2.758658033707133139e+00 3.160401444533073256e+00 6.307988247119548086e-01 1.472637704704684136e+00 2.341447097458646098e+00 2.541090297632510264e+00 1.940464430901325921e+00 2.753753386346842746e-01 2.912692944888538804e+00 3.165417064869259889e+00
1.333779944482092805e+00 1.467972430797218342e-01 6.492831064996481549e-01 2.022631895773920885e+00 3.041223264798245562e+00 8.142534037119618651e-01 1.458879233394243524e+00 1.089584726505724577e+00 3.319084842902453758e+00 3.086653480802517557e-01 2.593841854779433742e+00 5.377820265254124044e-01 1.058675369390003507e+00
1.349186232457814771e+00 1.044390967068239834e-01 1.905914796347866480e-01 2.463634679075472900e-01 6.331317439425462879e-02 1.217318625518448272e+00 1.407787281823146941e+00 1.957531457427395649e+00 3.278667142773624033e+00 3.392329756772731741e+00 1.895528849572331920e+00 1.821732112283148242e+00 2.772028368882367033e+00
1.473657620484879249e+00 9.877437439136144137e-02 1.538394086539102590e+00 1.813972319600806848e+00 2.734779599874803235e+00 1.621322537790611529e+00 1.649653189276668819e+00 3.283756091273245747e+00 1.369080905734599396e+00 7.049880374479676748e-01 2.800312293482634995e+00 1.539726199871524814e+00 4.849019043024505038e-01
1.419310372869293735e+00 1.464075469484855674e-01 1.740954633164800702e+00 1.902925486375024899e+00 1.640218360482032178e+00 6.639471823543698081e-02 2.299071573201200813e+00 3.052730741270806014e+00 6.042598110333033956e-01 2.248870962441624322e+00 2.934402138736971644e+00 2.488176259502818066e+00 2.729714773842397246e+00
1.318463133781822005e+00 1.492483676386532343e-01 3.384875451981028682e+00 1.459893530117741145e+00 7.626616611895976616e-01 7.436901801281481372e-01 2.950568708298929810e+00 2.767356614641710344e+00 2.774969303129977138e+00 1.552675410299367176e+00 1.348194662711792668e+00 2.264036516847094838e+00 1.880368051621206016e+00
1.353781618301390433e+00 1.225274819766079409e-01 2.068302506750398617e+00 1.157774557772087487e+00 2.021926736436753025e+00 1.566355374879097706e+00 5.467286113154559146e-01 1.411638798443931586e+00 1.238539123711062784e+00 3.035728037663649292e+00 1.757535854573522016e+00 1.909233189235669093e+00 3.078253073960505404e+00
1.709626624316060717e+00 7.437341643204939401e-02 2.201412542360253966e+00 1.348630275452468830e+00 3.281507497577450749e+00 7.527893258277184490e-04 8.966421712568477254e-02 8.751688090693683364e-01 1.519637852861223326e+00 2.701986859269402963e+00 8.287014991618567583e-01 1.335911490080561537e+00 1.521850551419338116e+00
1.213999327011544782e+00 1.237176293868729876e-01 2.174346370162657305e+00 1.323733175482540547e+00 1.426619051767145985e+00 3.243773796307099389e+00 1.996790021560694628e+00 9.110408167660766221e-01 1.917747669939021404e-01 2.114496068998841238e+00 1.479138751861869494e+00 3.151846005724701527e+00 2.796708310024589306e+00
1.302215210872363027e+00 1.043762703941065600e-01 1.797334460520805255e+00 3.256806239873287545e+00 3.748473531076162990e-01 1.113320521986445932e+00 1.933191421592440840e+00 2.135962079062091235e+00 1.292770176584435493e+00 1.623114021268758256e+00 1.751453922030349997e+00 2.560652538995008776e+00 1.620196955781244785e+00
