,alpha_gluon,beta_gluon,alpha_up,beta_up,epsilon_up,gamma_up,alpha_down,beta_down,epsilon_down,gamma_down,norm_sigma,alpha_sigma,beta_sigma
943,1.40926e+00,1.09063e-01,1.54312e+00,4.33217e-01,2.53916e+00,2.00185e-01,2.45457e+00,5.13745e-01,2.59685e+00,1.64485e+00,1.59731e+00,1.18575e+00,1.67338e+00
944,1.56328e+00,1.21751e-01,1.17919e+00,2.77782e+00,3.16343e-01,3.99002e-01,1.83300e+00,1.45148e+00,6.51219e-02,4.02882e-01,2.99083e+00,2.83025e+00,2.30263e+00
945,1.64774e+00,1.29239e-01,2.39528e+00,8.56069e-02,4.12316e-01,1.44269e+00,5.24437e-01,9.83100e-01,1.17068e+00,2.36162e+00,2.60555e+00,1.10047e+00,5.91677e-02
946,1.32033e+00,1.60172e-01,2.59922e+00,3.09925e+00,1.11731e+00,3.39000e+00,2.99017e+00,5.50160e-01,2.93414e+00,2.01505e+00,2.54544e+00,2.43654e+00,2.17694e+00
947,1.31360e+00,1.27663e-01,4.33072e-01,8.56991e-01,2.31642e+00,1.49883e+00,3.00209e+00,2.94130e+00,5.28737e-01,9.33950e-01,1.04752e+00,2.30270e+00,1.94044e+00
948,1.38762e+00,1.15775e-01,2.16883e+00,1.53796e+00,7.20280e-01,3.03568e+00,5.45515e-01,1.99007e+00,2.46449e+00,1.61893e+00,2.72634e+00,3.27947e+00,3.16433e+00
949,1.27789e+00,1.65003e-01,1.26514e+00,1.22011e-01,3.14814e+00,2.24330e-02,8.65864e-03,3.34699e-01,2.73452e+00,3.36257e+00,9.52829e-02,2.31135e+00,1.39658e+00
950,1.45048e+00,9.28127e-02,1.65858e+00,1.86333e+00,7.40029e-01,1.68307e+00,2.30462e+00,8.14838e-01,2.79334e+00,3.54007e-01,6.68673e-01,1.56798e+00,1.55344e+00
951,1.33510e+00,7.96821e-02,2.88760e-01,1.52651e+00,2.19212e+00,7.10293e-01,1.71908e+00,2.57352e+00,9.28492e-01,1.66604e+00,2.23222e+00,1.94903e+00,2.31948e+00
952,1.58434e+00,6.98249e-02,1.59952e+00,1.05530e+00,2.62991e+00,1.83952e+00,1.82173e+00,7.19893e-01,2.98812e+00,1.95725e+00,6.96198e-01,2.39486e+00,1.53691e+00
953,1.25141e+00,1.57852e-01,3.00672e+00,3.07401e+00,1.65435e+00,2.32815e+00,1.68388e+00,2.09507e+00,1.56737e+00,3.21235e+00,3.10047e+00,5.48088e-01,3.27405e+00
954,1.45387e+00,8.09523e-02,2.73353e+00,1.02233e+00,3.23513e+00,1.09460e+00,6.21223e-01,1.28800e+00,1.81216e+00,2.19923e+00,3.87512e-01,2.41166e+00,2.66074e+00
955,1.30275e+00,1.19966e-01,1.70431e+00,1.42204e+00,9.67967e-02,3.23334e+00,1.58107e+00,3.15973e+00,5.35155e-01,2.47400e+00,2.89859e+00,2.20485e-01,2.32843e+00
956,1.47390e+00,1.60637e-01,1.43538e+00,2.65357e+00,1.48172e-01,2.84294e+00,7.94250e-01,1.89691e+00,3.22677e+00,3.17473e+00,1.57413e+00,2.52868e+00,3.31486e-01
957,1.33966e+00,9.12796e-02,7.43673e-01,9.83330e-01,6.49289e-01,1.96141e+00,2.93960e+00,3.33446e+00,1.64694e+00,8.46250e-01,1.10487e-01,1.94692e+00,2.85630e+00
958,1.25481e+00,1.62599e-01,5.01144e-01,5.68014e-01,3.27707e+00,9.17430e-01,8.20048e-01,2.32343e+00,2.03011e+00,6.69587e-01,3.32103e+00,1.85603e-02,1.46874e-01
959,1.28848e+00,1.96016e-01,9.53332e-03,3.29109e+00,1.25366e+00,9.36730e-01,3.05162e+00,3.18974e+00,2.08548e+00,1.51386e+00,1.13243e+00,7.20111e-01,2.17208e-01
960,1.46014e+00,1.27808e-01,1.66409e+00,1.61614e+00,3.21643e+00,3.34703e+00,2.23326e+00,1.47507e+00,3.26589e+00,2.66356e-01,2.37845e+00,2.78020e+00,7.68163e-01
961,1.19529e+00,1.03853e-01,2.21905e+00,6.26818e-01,2.31611e+00,2.45850e-01,1.19475e+00,1.43697e+00,2.69693e+00,6.87364e-01,2.47452e+00,6.77745e-01,1.78652e-02
962,1.52972e+00,5.75727e-02,1.19576e+00,1.67119e+00,1.73985e+00,3.15836e+00,2.40950e+00,4.16332e-01,1.27938e+00,1.63626e+00,1.83228e+00,2.70462e+00,3.12332e+00
963,1.22538e+00,1.25050e-01,5.51714e-01,1.02358e+00,2.55186e-01,1.81545e+00,6.10579e-01,1.10251e+00,2.78269e+00,2.78884e-02,2.62041e+00,2.76188e+00,8.80745e-01
964,1.31716e+00,1.14208e-01,3.06956e+00,2.10959e+00,1.30328e+00,3.35778e-01,1.71149e-01,1.84836e+00,1.49104e+00,2.03442e+00,9.93627e-01,2.28086e+00,1.74755e-01
965,1.36769e+00,1.55456e-01,2.01092e+00,2.28173e+00,1.37930e+00,5.78007e-01,3.02418e+00,6.96163e-01,1.97020e+00,1.36341e+00,7.28002e-01,2.36237e+00,1.24168e+00
966,1.55631e+00,1.30092e-01,1.28971e-02,1.26341e+00,1.61237e+00,1.08700e+00,5.21833e-01,9.57626e-02,2.00384e+00,1.38370e+00,1.81062e+00,1.54532e+00,3.26222e+00
967,1.60839e+00,9.31134e-02,1.94042e+00,3.12701e+00,8.09271e-01,3.11365e+00,1.98921e+00,2.90298e+00,3.02761e+00,3.10910e+00,9.12462e-01,2.80744e+00,2.37616e+00
968,1.51801e+00,1.02395e-01,1.00414e+00,3.13450e+00,9.15511e-01,1.72957e+00,1.44770e+00,1.36230e+00,3.25642e+00,2.27624e+00,2.30639e+00,3.07742e-02,2.15420e+00
969,1.28033e+00,1.19700e-01,1.63038e+00,2.67617e+00,1.21931e+00,6.24662e-01,4.02370e-01,5.59360e-01,2.53107e-01,1.09103e+00,2.61147e+00,2.79832e+00,1.92493e+00
970,1.63117e+00,7.30182e-02,7.26938e-03,4.22899e-02,1.11027e+00,3.24394e+00,1.22276e+00,2.55436e+00,2.68956e+00,2.43139e+00,1.28688e+00,9.32562e-01,1.84873e+00
971,1.34366e+00,1.41021e-01,5.66781e-01,2.76184e-01,1.93771e+00,2.13376e-01,3.22001e+00,3.14729e+00,1.32142e+00,2.64450e+00,3.12350e+00,2.73808e+00,9.03594e-01
972,1.36537e+00,1.24153e-01,2.03383e+00,7.48407e-01,2.50476e+00,3.09828e-01,5.16022e-02,1.52186e+00,1.13420e+00,1.36527e+00,1.97667e+00,1.87737e+00,1.24216e+00
973,1.37375e+00,8.20683e-02,2.83266e+00,3.16644e+00,1.13972e+00,2.60580e+00,8.02555e-02,1.07213e+00,1.76255e+00,3.11404e+00,2.24339e+00,3.25777e+00,1.26012e+00
974,1.43058e+00,1.65125e-01,2.84174e+00,1.39055e+00,3.36980e+00,2.75389e-01,1.15282e+00,3.21431e-02,2.46877e-01,3.32232e+00,1.42149e+00,3.32811e+00,7.66628e-01
975,1.34838e+00,9.37429e-02,6.84271e-01,2.29137e+00,1.66579e+00,1.63255e+00,9.39610e-01,9.58596e-01,1.83105e+00,2.10861e+00,1.81198e+00,2.97256e+00,3.11388e+00
976,1.08867e+00,2.47640e-01,3.74279e-01,2.14691e+00,4.12620e-01,3.01181e+00,9.43112e-02,1.00985e+00,1.74807e+00,5.73812e-01,7.02657e-01,1.24892e+00,2.10655e+00
977,1.43862e+00,7.77319e-02,9.76389e-01,1.87127e+00,2.87571e+00,2.67525e+00,2.46369e+00,8.64195e-01,1.16330e+00,8.93947e-01,2.82963e+00,2.00985e+00,2.56976e+00
978,1.49363e+00,1.25324e-01,1.47781e+00,2.88142e+00,9.23316e-01,1.03922e+00,1.48886e+00,2.96209e+00,3.21271e+00,1.11410e+00,2.95832e+00,8.83694e-01,3.30130e-01
979,1.23106e+00,1.48879e-01,8.19505e-02,2.12304e+00,2.42850e+00,1.02726e+00,2.42620e+00,3.00939e+00,1.94048e+00,2.22396e+00,2.38613e+00,2.35804e+00,1.50017e+00
980,1.34672e+00,1.23873e-01,1.09532e+00,2.99864e+00,9.73556e-02,1.15902e+00,8.75633e-01,3.07595e+00,1.12312e+00,3.25767e+00,3.04665e+00,1.23250e-01,1.64892e+00
981,1.24479e+00,1.45131e-01,8.20795e-01,1.06743e+00,1.60774e+00,5.45569e-01,2.41257e+00,8.03128e-01,1.30632e+00,1.83823e+00,9.63793e-01,1.72906e+00,2.21218e+00
982,1.17922e+00,8.86510e-02,2.23934e+00,2.59432e+00,1.77818e-01,4.18265e-01,4.88877e-01,3.81477e-01,3.72745e-01,2.06510e+00,2.41093e+00,3.67311e-01,2.04455e+00
983,1.35331e+00,8.83835e-02,1.71791e+00,5.90831e-01,1.38737e+00,2.38349e+00,2.79970e+00,4.35404e-01,2.38217e+00,1.41870e+00,2.80000e+00,1.85303e+00,1.91657e+00
984,1.45445e+00,1.11546e-01,9.27990e-01,6.59727e-01,7.44820e-01,9.48106e-01,2.15879e+00,1.73313e+00,2.85960e-01,3.26978e+00,3.07147e+00,1.32549e+00,2.37977e+00
985,1.19682e+00,1.12467e-01,8.28788e-01,3.38115e+00,2.62919e+00,1.93523e+00,1.75605e+00,1.16565e+00,2.34380e+00,9.03957e-01,2.83136e+00,6.94725e-01,2.34021e+00
986,1.33268e+00,7.53882e-02,2.49792e-01,2.39608e+00,7.49764e-01,3.09739e+00,3.77509e-01,1.56926e+00,2.11119e-01,8.82333e-01,1.83406e-02,3.04779e+00,5.13139e-01
987,1.42991e+00,1.45167e-01,1.92177e+00,2.18718e+00,2.83837e+00,1.46341e+00,8.20263e-01,2.75136e+00,1.08889e+00,1.54374e+00,3.03999e+00,2.41364e+00,4.20382e-01
988,1.54587e+00,8.79295e-02,9.49853e-01,9.86603e-01,8.30761e-02,3.17262e+00,3.86066e-01,3.25671e+00,1.83742e+00,2.10246e+00,3.30032e+00,4.21313e-01,2.86453e+00
989,1.51128e+00,1.13378e-01,3.13466e+00,2.39836e+00,1.00130e+00,1.92842e+00,1.12644e+00,1.07493e+00,7.52220e-01,1.97168e+00,2.89496e+00,1.10043e+00,1.08162e+00
990,1.35774e+00,1.12331e-01,1.15647e+00,3.04612e+00,1.63131e+00,4.68509e-01,1.96632e+00,1.99413e+00,2.00925e+00,3.37869e+00,3.29275e+00,9.99988e-01,1.38942e+00
991,1.46733e+00,1.18956e-01,9.78787e-01,1.16260e+00,1.51718e+00,2.29731e+00,1.45159e+00,8.52717e-01,1.29296e+00,1.88807e+00,1.65391e+00,1.00637e+00,2.11776e+00
992,1.22613e+00,1.10354e-01,2.87036e+00,2.56861e+00,1.50828e+00,1.10176e+00,1.28767e+00,7.89933e-01,5.30703e-01,2.70747e+00,1.38175e+00,2.46474e+00,2.85620e+00
993,1.53901e+00,1.16587e-01,1.17420e+00,1.43289e+00,1.55819e+00,2.49684e+00,9.74275e-01,8.90847e-01,1.18634e+00,6.13194e-01,5.47306e-01,2.68485e+00,2.15241e+00
994,1.56691e+00,1.28722e-01,6.12434e-01,1.70792e+00,2.23287e+00,2.82641e+00,1.57221e+00,2.10832e-01,6.78867e-01,2.44209e+00,1.19937e-01,1.76633e+00,3.27682e+00
995,1.65436e+00,1.15943e-01,1.87213e+00,2.89210e+00,5.86389e-02,4.55791e-01,2.87970e+00,4.82646e-01,3.32361e-01,2.80657e+00,1.34185e+00,1.93435e+00,5.86345e-01
996,1.37575e+00,1.92928e-01,1.50536e+00,2.02852e+00,6.22398e-01,9.65021e-01,3.33540e+00,2.29065e+00,2.71583e+00,1.92715e+00,1.37689e+00,6.27798e-01,1.81704e+00
997,1.57746e+00,1.40412e-01,9.59215e-02,1.80310e+00,1.20262e+00,7.91273e-01,2.20755e+00,8.92664e-01,1.41295e+00,1.83168e+00,1.52637e+00,1.47811e+00,2.28583e+00
998,1.27063e+00,1.91354e-01,1.91818e+00,1.27482e+00,1.00570e-01,4.01941e-01,1.86552e+00,1.17300e+00,1.87029e+00,2.91127e-01,9.76544e-02,2.47950e+00,1.91628e+00
999,1.26130e+00,1.44725e-01,3.49849e-01,4.85453e-01,1.15690e+00,2.44825e-01,2.88355e+00,2.83084e-01,2.45394e+00,1.60283e+00,1.79387e+00,3.19206e+00,1.60306e+00
1000,1.22889e+00,1.67972e-01,2.08048e+00,2.17232e+00,2.83250e+00,3.13414e+00,1.66047e+00,1.00924e+00,4.98185e-02,2.96999e+00,2.55874e+00,5.92685e-01,2.39304e+00
1001,1.31455e+00,1.10665e-01,2.06477e-01,2.76098e+00,2.58164e+00,3.26133e+00,1.68517e+00,1.42949e+00,5.61604e-01,3.15172e+00,2.47947e+00,3.03532e+00,2.64979e+00
1002,1.66964e+00,1.29748e-01,2.09979e-01,7.04251e-01,3.23528e+00,3.30229e+00,2.74869e+00,4.03613e-02,2.57067e-02,4.44181e-01,2.04254e+00,2.34937e+00,9.68007e-01
1003,1.28071e+00,1.21439e-01,2.00138e-01,2.34861e+00,1.89788e+00,2.64670e+00,2.75842e+00,2.25870e+00,1.64578e-01,2.11728e+00,5.20606e-02,4.88480e-01,1.19690e+00
1004,1.29780e+00,1.36985e-01,2.82759e+00,3.13864e+00,9.94115e-01,1.12382e+00,3.28749e+00,9.21151e-01,9.78882e-01,2.01584e+00,1.80712e-01,6.70339e-01,7.61726e-01
1005,1.40829e+00,1.32317e-01,1.89842e+00,1.78881e-01,3.47558e-01,2.23824e-01,8.32119e-01,5.28567e-01,8.54898e-01,3.81131e-01,2.99314e+00,2.07982e+00,6.76659e-02
1006,1.37611e+00,9.72507e-02,9.08165e-01,4.83208e-01,1.62024e+00,2.53396e+00,1.55899e+00,2.43261e+00,2.71107e+00,2.30629e+00,2.81375e+00,3.11318e+00,3.78107e-01
1007,1.27602e+00,6.56957e-02,2.96352e+00,3.32949e+00,1.86946e+00,3.24227e+00,2.92871e+00,9.75458e-01,1.17936e+00,4.48601e-01,2.22928e+00,2.78449e+00,1.46433e+00
1008,1.53664e+00,1.77913e-01,2.47849e+00,1.83862e+00,2.19917e+00,1.44451e+00,1.94604e+00,1.61189e+00,2.58620e+00,6.60451e-01,4.59207e-01,3.08610e+00,1.97992e+00
1009,1.37041e+00,1.13172e-01,2.88774e+00,2.02950e+00,2.88259e+00,9.96186e-01,2.34341e+00,2.40250e+00,3.57313e-01,1.50071e+00,8.22826e-01,2.93098e+00,2.91407e+00
1010,1.49282e+00,8.08676e-02,2.23965e+00,2.24968e+00,1.16217e+00,7.31646e-01,1.29953e+00,1.41902e+00,2.09786e+00,1.02177e+00,3.02698e+00,2.61954e+00,5.72655e-01
1011,1.25694e+00,1.48839e-01,2.93230e+00,2.30366e+00,1.50897e+00,1.78787e+00,2.39907e+00,1.00696e+00,2.45205e-01,3.12363e+00,3.13203e+00,2.37451e+00,4.74805e-01
1012,1.33925e+00,1.88447e-01,3.37954e+00,2.31679e+00,2.50911e+00,2.91035e+00,3.05233e-01,6.36271e-01,6.94155e-01,6.52011e-01,2.71563e+00,8.96886e-01,2.62944e-01
1013,1.17252e+00,1.50230e-01,2.71886e-01,4.92967e-01,1.52513e+00,1.49395e+00,1.95366e+00,1.46877e+00,2.95914e+00,1.50686e+00,2.32447e+00,1.20908e+00,1.90439e+00
1014,1.24479e+00,1.45131e-01,8.20795e-01,1.06743e+00,1.60774e+00,5.45569e-01,2.41257e+00,8.03128e-01,1.30632e+00,1.83823e+00,9.63793e-01,1.72906e+00,2.21218e+00
1015,1.47675e+00,1.22795e-01,1.41974e+00,2.81124e+00,1.13225e+00,2.19542e+00,3.26666e+00,3.09067e+00,1.26635e+00,3.37226e+00,1.38217e+00,3.08407e+00,6.48805e-01
1016,1.57429e+00,9.89479e-02,1.93028e-01,1.15891e+00,8.29983e-01,2.53361e+00,1.64606e+00,2.70027e+00,6.16651e-01,4.18522e-01,1.35428e+00,6.95593e-01,1.24466e+00
1017,1.39364e+00,7.09059e-02,2.22414e+00,1.37724e+00,1.46116e+00,1.67449e-01,2.84526e+00,1.77984e-01,1.53852e+00,1.47063e+00,3.90707e-01,5.93733e-01,2.01049e+00
1018,1.46997e+00,9.43552e-02,1.91555e+00,1.37003e+00,3.38576e+00,1.20822e+00,2.74467e+00,2.40846e+00,1.71147e+00,2.24102e+00,3.23851e+00,1.50739e+00,7.92871e-01
1019,1.30628e+00,1.85992e-01,2.38510e+00,2.67138e+00,2.73064e+00,3.36736e+00,2.45398e+00,1.67255e+00,6.88071e-01,3.04285e+00,6.16920e-01,1.43398e+00,2.63891e+00
1020,1.45824e+00,1.73918e-01,5.35834e-01,2.00247e+00,1.04848e+00,1.34131e+00,1.45652e+00,1.10230e+00,3.31594e+00,2.09826e+00,1.77782e+00,1.36934e+00,1.53187e+00
1021,1.33196e+00,1.10448e-01,2.73465e-01,2.15681e+00,3.02504e+00,1.56386e+00,2.92485e+00,2.28645e+00,1.21852e+00,1.82048e+00,6.48703e-01,2.27584e+00,3.12721e+00
1022,1.38122e+00,9.62284e-02,7.10106e-01,1.94848e+00,3.28740e+00,2.22927e+00,4.47122e-01,1.64595e+00,2.45277e+00,1.77496e+00,2.58419e+00,2.55381e+00,3.13208e+00
1023,1.38064e+00,8.16648e-02,2.73792e+00,8.08877e-01,3.38648e+00,2.12834e+00,2.90415e-01,3.22254e+00,2.85667e+00,1.48647e-01,1.40198e+00,8.23845e-01,7.59192e-01
1024,1.33845e+00,1.82475e-01,1.26651e+00,3.15403e+00,1.24925e+00,5.71115e-01,1.36824e+00,3.44557e-01,1.69077e+00,1.51785e+00,2.52479e+00,1.54354e+00,2.03852e+00
1025,1.22552e+00,1.54889e-01,2.04662e+00,7.97193e-01,3.25640e+00,1.07919e+00,3.31808e+00,2.32313e+00,1.79826e-01,1.63586e+00,2.57981e-02,1.97132e+00,1.31740e+00
1026,1.35300e+00,1.44930e-01,2.61353e+00,2.43785e+00,2.40277e+00,2.72573e+00,1.93073e+00,1.55301e+00,1.34194e+00,2.96986e-01,3.25606e+00,4.05064e-01,3.23892e+00
1027,1.21888e+00,1.58245e-01,2.19174e-01,2.80103e+00,1.83683e+00,2.14540e+00,1.04071e+00,1.03182e+00,3.19325e+00,5.83453e-01,2.47825e-02,2.07209e+00,7.84622e-02
1028,1.45250e+00,1.29039e-01,3.12737e+00,1.85887e+00,5.92939e-01,3.37128e+00,2.04839e+00,2.12063e-01,1.88642e+00,3.38023e+00,2.45958e+00,1.10517e+00,2.01827e+00
1029,1.42190e+00,6.94075e-02,2.62771e+00,1.03843e+00,9.44278e-01,1.78188e+00,8.99263e-01,1.85000e+00,1.45772e+00,1.23166e+00,2.18273e+00,2.23051e+00,1.42201e+00
1030,1.49053e+00,1.64436e-01,4.99057e-01,2.52798e+00,1.52030e+00,2.15904e+00,1.30971e+00,3.12743e+00,2.84700e+00,5.76701e-01,1.86556e+00,2.38691e+00,3.02637e+00
1031,1.39595e+00,1.46209e-01,1.15997e+00,1.11502e+00,1.40749e+00,6.46152e-01,2.69403e-01,2.61574e+00,1.44839e+00,1.31240e+00,1.18688e+00,2.72347e+00,1.63515e+00
1032,1.34580e+00,1.13472e-01,1.27808e-01,1.81785e+00,1.67885e+00,3.96180e-01,1.88492e+00,2.73754e+00,3.65605e-01,8.57975e-01,1.92851e+00,1.80007e+00,1.72675e+00
1033,1.35430e+00,8.94588e-02,2.92562e-01,2.79989e+00,3.18974e+00,9.02529e-01,2.05582e+00,2.42667e+00,2.77167e+00,9.50356e-01,3.14579e+00,1.22914e+00,8.97119e-01
1034,1.19058e+00,2.26329e-01,3.31536e+00,3.30305e+00,2.36022e+00,1.26466e+00,3.28266e+00,2.29017e+00,1.33415e+00,3.06867e+00,2.54204e-01,1.33586e-01,1.54668e+00
1035,1.36310e+00,1.25784e-01,2.85026e+00,4.60757e-01,9.31180e-02,2.51727e-01,2.94831e-01,2.80025e+00,7.56682e-01,6.97863e-01,1.50311e-01,3.08445e+00,3.12524e+00
1036,1.22980e+00,1.21343e-01,2.81465e+00,2.65412e+00,2.17534e+00,2.09555e+00,7.65814e-02,2.86319e+00,5.01004e-01,1.34556e+00,3.08874e+00,4.34204e-01,1.26826e-01
1037,1.41268e+00,1.17629e-01,1.43627e+00,1.84027e+00,6.76711e-01,3.19665e+00,5.84243e-01,2.89319e+00,4.58665e-01,1.13922e+00,1.43585e+00,3.29241e+00,3.88557e-01
1038,1.28076e+00,1.37240e-01,5.91709e-01,5.98184e-01,1.00576e+00,1.24230e+00,3.41110e-01,6.25549e-02,1.95678e+00,3.29721e+00,1.69137e+00,1.26296e-01,1.93058e+00
1039,1.41538e+00,1.35214e-01,3.10649e+00,1.41921e+00,2.28226e+00,1.85653e+00,2.32373e+00,2.16139e+00,1.60083e+00,2.28647e+00,3.54060e-01,2.49188e+00,5.47747e-01
1040,1.43662e+00,2.07660e-01,2.21296e+00,2.56499e+00,2.95049e+00,2.41776e-01,4.26931e-01,8.38358e-01,1.64309e-01,2.43078e+00,3.27711e+00,4.35118e-01,3.10951e+00
1041,1.48599e+00,1.11967e-01,3.22347e+00,2.41592e+00,1.64010e+00,1.97911e+00,2.35612e+00,3.23800e+00,1.55108e+00,1.73443e+00,4.63696e-01,2.59909e+00,5.92846e-01
1042,1.27483e+00,1.75068e-01,3.03129e+00,2.19043e+00,1.75090e+00,2.32696e+00,2.79813e+00,1.08206e+00,2.21164e+00,1.40697e+00,2.06661e+00,2.66861e+00,2.49684e+00
1043,1.30222e+00,1.04376e-01,1.79733e+00,3.25681e+00,3.74847e-01,1.11332e+00,1.93319e+00,2.13596e+00,1.29277e+00,1.62311e+00,1.75145e+00,2.56065e+00,1.62020e+00
1044,1.48849e+00,9.72454e-02,2.37499e-01,1.32175e+00,1.48828e+00,8.69070e-01,3.23539e+00,2.06204e+00,9.47272e-01,2.33209e+00,2.50902e+00,3.12659e+00,6.41204e-01
1045,1.23773e+00,1.43572e-01,2.15649e+00,2.46052e+00,1.86902e+00,9.49543e-01,2.31253e+00,1.66143e+00,1.12355e+00,1.20073e+00,6.43137e-01,1.73066e+00,1.97277e+00
1046,1.34564e+00,1.16815e-01,2.26937e+00,2.29171e+00,1.07706e+00,1.69489e+00,5.84442e-01,1.98941e+00,1.11452e+00,2.82766e+00,8.17129e-01,2.06800e-01,2.21466e+00
1047,1.12107e+00,1.60643e-01,1.63283e+00,1.60987e+00,2.96509e+00,2.91612e+00,1.06790e+00,2.84221e+00,3.45994e-02,1.31531e+00,1.36819e+00,3.86871e-01,2.92073e+00
1048,1.46345e+00,9.76979e-02,2.27819e-01,1.24881e+00,3.09969e+00,5.23067e-01,2.05991e+00,3.25789e+00,9.56470e-01,9.69939e-01,1.95734e+00,9.72095e-01,5.07278e-01
1049,1.10960e+00,3.21680e-02,2.80938e+00,4.18218e-01,1.76823e+00,5.56499e-01,2.36028e+00,5.72409e-01,1.29861e-01,1.83593e-02,2.36706e+00,1.70743e+00,1.81302e+00
1050,1.46258e+00,6.57556e-02,1.35809e+00,3.39115e+00,1.17546e+00,4.71133e-01,3.26880e+00,9.81436e-01,2.98582e+00,5.63309e-02,2.15032e+00,3.01819e-02,1.81404e+00
1051,1.31633e+00,1.29651e-01,5.71100e-01,1.10245e+00,2.30166e+00,2.59953e-01,1.60547e+00,1.57670e+00,1.59874e+00,1.86887e+00,1.61408e-01,3.05609e+00,2.92444e+00
1052,1.20702e+00,1.66645e-01,2.45015e-01,2.49920e+00,1.48996e+00,9.53526e-01,1.66865e+00,1.69686e+00,5.91674e-02,3.88234e-01,1.06755e+00,9.22174e-01,3.25214e+00
1053,1.54539e+00,1.09051e-01,2.46197e+00,3.96368e-01,3.37346e+00,2.55963e+00,2.12363e+00,2.48415e+00,2.68704e+00,8.92626e-01,3.68427e-01,2.14687e+00,8.34578e-01
1054,1.30923e+00,8.45768e-02,2.04116e+00,1.11913e+00,3.32708e+00,2.98358e-01,7.89716e-01,2.26749e+00,2.94432e+00,6.50079e-01,2.53012e+00,2.98111e-01,9.99974e-01
1055,1.31743e+00,1.18763e-01,1.12924e+00,3.31075e+00,2.56898e+00,9.62722e-01,4.65775e-01,1.36206e+00,2.13781e+00,2.36396e+00,2.89645e+00,2.81403e-01,8.62100e-01
1056,1.51659e+00,1.16473e-01,1.93297e+00,1.41762e+00,2.44128e+00,2.52449e+00,2.00981e+00,2.81761e+00,3.39572e+00,2.65794e+00,1.00576e+00,7.07325e-01,1.40469e-01
1057,1.50226e+00,8.92184e-02,2.01059e+00,2.29126e+00,1.77306e+00,1.18818e+00,1.83948e+00,1.08486e+00,1.49466e+00,2.72483e-01,2.02007e+00,2.09711e+00,2.95964e+00
1058,1.50837e+00,1.56830e-01,3.30108e-01,3.01109e+00,2.07794e+00,2.56374e+00,2.28559e+00,1.19319e+00,3.39668e+00,8.24065e-01,6.11336e-01,8.68707e-01,1.62752e+00
1059,1.15829e+00,1.60757e-01,2.54493e+00,1.71110e+00,2.56071e+00,9.99617e-01,2.80119e+00,9.29675e-01,5.99357e-01,1.80745e-01,1.42198e+00,1.36523e+00,2.23129e+00
1060,1.49282e+00,8.08676e-02,2.23965e+00,2.24968e+00,1.16217e+00,7.31646e-01,1.29953e+00,1.41902e+00,2.09786e+00,1.02177e+00,3.02698e+00,2.61954e+00,5.72655e-01
1061,1.34198e+00,1.31085e-01,2.42275e+00,4.14650e-02,5.37660e-01,2.02444e+00,1.11013e+00,2.55199e+00,2.58724e+00,3.18391e+00,2.95596e+00,1.11023e+00,2.71411e+00
1062,1.38064e+00,8.16648e-02,2.73792e+00,8.08877e-01,3.38648e+00,2.12834e+00,2.90415e-01,3.22254e+00,2.85667e+00,1.48647e-01,1.40198e+00,8.23845e-01,7.59192e-01
1063,1.42497e+00,7.49412e-02,2.64560e+00,2.53208e+00,9.43012e-01,1.06371e+00,3.51289e-03,1.05759e+00,1.07458e+00,7.55865e-01,6.23962e-01,3.03051e+00,3.31352e+00
1064,1.27231e+00,3.81877e-02,3.00773e+00,2.24463e+00,3.92927e-01,1.57209e+00,2.92284e-01,1.04289e+00,1.10264e-01,2.49409e-01,2.48540e+00,9.06963e-01,2.71210e+00
1065,1.33407e+00,1.74705e-01,1.50723e+00,2.19388e+00,1.23320e+00,1.13643e+00,2.53565e+00,5.91062e-01,2.65007e+00,2.39954e+00,3.30751e+00,5.30337e-01,9.09256e-01
1066,1.38116e+00,1.59739e-01,4.00877e-01,3.20504e+00,2.48345e+00,9.36610e-01,4.06286e-01,8.09773e-01,1.35661e+00,7.91724e-01,2.33959e+00,6.71550e-01,6.75048e-01
1067,1.49749e+00,1.83770e-01,2.88655e+00,1.77100e+00,3.14099e+00,2.77110e+00,2.03570e-01,2.79575e+00,2.98090e-01,3.89847e-01,3.32407e+00,8.11831e-01,1.29160e+00
1068,1.46733e+00,1.18956e-01,9.78787e-01,1.16260e+00,1.51718e+00,2.29731e+00,1.45159e+00,8.52717e-01,1.29296e+00,1.88807e+00,1.65391e+00,1.00637e+00,2.11776e+00
1069,1.20231e+00,1.52597e-01,5.11338e-01,1.88995e+00,2.03991e+00,1.41470e+00,1.72930e+00,5.30432e-01,2.59817e+00,1.44299e-01,7.44529e-01,1.67808e+00,1.90610e+00
1070,1.45620e+00,7.81846e-02,2.92761e+00,9.78516e-01,1.68497e+00,1.72962e+00,2.22581e-01,2.15852e-02,2.15996e+00,1.43522e+00,3.40276e-01,3.07215e+00,2.31177e+00
1071,1.38179e+00,8.70027e-02,2.37485e+00,3.24490e+00,1.24994e+00,8.98149e-01,3.10707e+00,5.39862e-01,6.61949e-01,1.34083e+00,6.77756e-01,2.16587e-01,1.46815e+00
1072,1.41966e+00,9.60702e-02,2.33869e+00,3.17339e+00,1.99882e+00,2.64760e+00,1.08372e+00,2.61198e+00,1.24130e+00,1.76725e+00,2.92735e+00,1.72389e+00,6.31372e-01
