,alpha_gluon,beta_gluon,alpha_up,beta_up,epsilon_up,gamma_up,alpha_down,beta_down,epsilon_down,gamma_down,norm_sigma,alpha_sigma,beta_sigma
3119,1.11701e+00,2.22979e-01,3.30290e+00,1.38384e+00,1.35328e+00,2.32385e-02,8.19058e-01,1.48338e+00,3.17744e+00,2.21851e+00,5.47463e-01,3.70920e-01,2.63236e+00
3120,1.47535e+00,1.02325e-01,2.23154e-01,1.21939e+00,1.43019e+00,2.82582e+00,6.32463e-01,1.98992e+00,1.68318e+00,3.38905e+00,1.50363e+00,2.30568e+00,1.31186e+00
3121,1.41549e+00,1.10211e-01,3.09245e+00,3.17084e-01,2.74420e+00,1.06049e+00,1.84061e+00,7.22869e-01,1.08650e+00,1.96416e+00,2.81251e+00,1.70794e+00,2.45642e+00
3122,1.28180e+00,1.83795e-01,1.14028e+00,2.70689e-01,8.27468e-02,1.50464e+00,2.52439e+00,2.52701e+00,1.46563e+00,1.93192e+00,1.47963e-01,7.90280e-02,1.55125e+00
3123,1.59006e+00,1.59349e-01,1.77458e+00,1.72231e+00,6.75777e-01,1.05598e+00,6.18790e-01,3.13524e+00,7.27220e-01,6.51113e-01,1.96901e+00,3.36707e+00,2.96825e+00
3124,1.39665e+00,1.54982e-01,1.40410e+00,3.11875e+00,4.90998e-01,1.55658e+00,1.75455e+00,2.35096e+00,2.38343e+00,8.75498e-01,3.26198e+00,2.43327e+00,1.31815e+00
3125,1.28469e+00,1.43693e-01,6.61163e-01,1.21643e+00,3.29542e+00,2.73727e+00,1.97629e+00,3.07549e+00,2.64097e+00,2.55842e+00,2.52627e+00,7.90988e-01,1.01742e+00
3126,1.60812e+00,1.61961e-01,3.91010e-01,6.95649e-01,1.15966e+00,2.06074e+00,2.04691e-01,1.98955e+00,1.37151e+00,1.10935e+00,7.89978e-01,7.88661e-01,2.14705e+00
3127,1.34229e+00,1.04024e-01,6.94889e-01,1.25427e+00,2.38692e+00,1.14317e+00,2.89812e+00,2.91507e+00,8.45171e-01,2.12849e+00,2.76664e+00,7.61650e-01,1.48546e+00
3128,1.16843e+00,2.02016e-01,1.74851e+00,5.53823e-01,1.27166e+00,2.63914e+00,1.41947e+00,3.20981e-01,1.36666e+00,3.06035e+00,1.81472e+00,2.80842e+00,1.12000e+00
3129,1.38753e+00,1.09532e-01,1.06630e+00,6.01762e-02,2.22950e-01,1.93827e+00,1.36572e+00,1.23471e+00,1.51000e-01,2.01809e+00,3.25082e+00,4.50170e-01,4.91914e-01
3130,1.28586e+00,1.08496e-01,9.81901e-01,8.35404e-01,8.88689e-01,1.28788e+00,8.67348e-01,2.34723e+00,2.46986e+00,1.73354e+00,2.20313e+00,2.38107e-01,1.46296e+00
3131,1.28634e+00,1.05453e-01,3.03603e+00,2.72079e+00,2.21624e-01,1.34912e+00,1.99061e+00,1.58681e+00,3.18926e+00,9.76052e-01,2.59576e-02,5.71567e-01,2.11233e-01
3132,1.29552e+00,8.34323e-02,2.69581e+00,2.80770e+00,2.11407e+00,2.08764e-01,2.00170e+00,2.56243e+00,1.81629e+00,1.37319e+00,2.64391e+00,2.45026e+00,3.33832e+00
3133,1.65232e+00,1.02339e-01,2.27848e+00,2.29799e+00,1.78460e+00,2.49434e+00,3.74712e-01,1.34960e+00,2.87868e+00,2.15239e+00,1.11960e+00,2.91958e+00,2.46640e+00
3134,1.21895e+00,1.74216e-01,2.57721e+00,1.20578e+00,2.53495e+00,2.98049e+00,2.07280e-02,8.60003e-01,2.21363e-01,2.72267e+00,2.91283e+00,8.99298e-01,1.55620e+00
3135,1.43177e+00,1.11359e-01,4.12009e-01,2.05166e+00,2.67113e+00,1.12326e+00,2.37987e+00,2.02634e+00,1.93316e+00,1.15500e+00,3.31837e-01,1.52277e+00,2.80827e+00
3136,1.32406e+00,1.14688e-01,6.36209e-01,1.62781e+00,3.39780e+00,7.27684e-01,3.28780e+00,2.60026e+00,2.61035e+00,2.26537e+00,2.66413e+00,2.88020e+00,1.66678e+00
3137,1.82036e+00,8.02355e-02,1.41743e-01,4.66688e-02,1.73402e+00,1.67432e+00,4.46938e-01,2.18068e-01,1.28866e+00,3.25929e+00,2.71287e+00,1.52826e+00,1.32928e+00
3138,1.23369e+00,1.03349e-01,1.03634e+00,1.52889e+00,1.56254e+00,3.09697e-01,1.77297e+00,1.97605e+00,1.51486e+00,3.03571e+00,2.64509e+00,1.45335e+00,2.72261e+00
3139,1.30343e+00,1.21686e-01,3.09366e+00,1.04156e+00,5.17573e-01,1.67824e+00,3.10389e+00,2.93701e+00,9.13219e-01,2.77334e+00,2.84409e+00,1.69597e-01,2.90589e+00
3140,1.34302e+00,1.84769e-01,2.33089e+00,8.42853e-01,2.79607e+00,2.07519e+00,3.10124e+00,4.09569e-01,2.63125e+00,3.36391e+00,2.71119e+00,1.56252e+00,4.22251e-01
3141,1.22934e+00,1.10529e-01,1.98231e+00,2.90367e-01,1.80586e+00,2.84399e+00,1.72733e-01,3.28868e+00,3.34606e+00,2.85721e+00,2.03070e+00,1.22088e-01,1.23513e+00
3142,1.50730e+00,7.82640e-02,1.68249e+00,2.84444e+00,3.13623e+00,3.13960e+00,2.43941e+00,2.73166e+00,2.93330e+00,2.45268e+00,3.37757e-01,3.43095e-01,1.68658e+00
3143,1.31193e+00,1.19681e-01,1.32833e+00,9.01428e-01,2.88453e+00,1.86966e-01,1.70650e+00,3.29494e+00,2.20256e-01,2.52181e+00,1.54914e+00,2.73904e+00,2.52061e+00
3144,1.29777e+00,1.38370e-01,2.38963e-01,1.55261e+00,1.30578e-01,1.35819e+00,1.09698e-01,3.09394e+00,2.05340e+00,2.03397e+00,4.88931e-01,1.92440e+00,2.20199e+00
3145,1.24777e+00,1.69959e-01,3.31080e+00,1.96684e-01,1.68461e-01,3.36595e+00,1.28290e+00,2.77257e+00,1.82067e+00,5.48845e-01,1.61687e+00,1.79497e+00,1.36432e+00
3146,1.35426e+00,1.55780e-01,1.51412e+00,3.38764e+00,2.98654e+00,3.35353e-01,2.03099e+00,2.09335e+00,3.16994e+00,2.02160e+00,2.33510e+00,3.18262e+00,9.29705e-01
3147,1.46028e+00,2.03146e-01,1.52081e+00,2.25220e+00,1.50911e+00,1.00385e+00,9.25404e-01,3.18573e+00,1.16264e+00,2.10131e+00,4.17214e-01,8.00460e-01,1.44823e+00
3148,1.13924e+00,1.41977e-01,2.28320e+00,3.76547e-01,6.24456e-01,1.82599e+00,2.98048e+00,2.32826e+00,5.47339e-01,2.54157e+00,3.26200e+00,3.54264e-01,3.95470e-01
3149,1.05236e+00,1.11818e-01,4.47950e-01,2.13023e+00,2.91869e+00,3.20234e+00,1.94033e+00,3.38057e+00,1.44461e+00,2.23557e-01,3.09897e+00,1.43511e+00,1.88007e+00
3150,1.33781e+00,1.02739e-01,8.78419e-01,3.48838e-02,3.45389e-01,5.20089e-01,2.02278e+00,2.95809e+00,4.00721e-02,3.03235e+00,2.40432e+00,1.45782e+00,2.10037e+00
3151,1.36399e+00,1.33839e-01,1.50373e+00,2.49473e-01,3.04850e+00,2.45002e+00,2.49237e+00,2.54687e+00,2.50089e+00,9.49818e-01,1.79850e+00,7.92262e-01,1.63698e+00
3152,1.35621e+00,1.51723e-01,1.08719e+00,1.59910e+00,1.18244e+00,1.59441e-01,6.67913e-01,2.60518e-02,1.86637e+00,3.44898e-01,5.66429e-01,1.42695e+00,6.35974e-01
3153,1.64741e+00,9.61282e-02,1.71401e+00,4.07910e-01,2.82766e+00,1.21064e+00,2.72046e+00,2.82167e+00,1.41016e+00,2.89166e-01,1.55163e+00,3.24376e+00,9.47700e-02
3154,1.30923e+00,8.45768e-02,2.04116e+00,1.11913e+00,3.32708e+00,2.98358e-01,7.89716e-01,2.26749e+00,2.94432e+00,6.50079e-01,2.53012e+00,2.98111e-01,9.99974e-01
3155,1.28119e+00,1.57809e-01,1.24957e+00,1.08299e+00,9.92819e-01,2.22142e+00,1.23546e+00,7.89568e-02,2.03972e+00,3.39193e+00,3.17907e+00,6.11304e-01,2.80538e+00
3156,1.38242e+00,1.69252e-01,2.37477e+00,1.15021e+00,2.64356e+00,2.85018e-01,2.75109e+00,8.29723e-02,7.53224e-01,1.31751e+00,2.93222e+00,6.81959e-01,3.45554e-01
3157,1.38734e+00,1.27937e-01,3.39063e+00,5.84649e-01,1.96443e+00,3.27238e-01,1.06196e+00,5.64212e-01,2.66452e+00,3.37396e+00,1.32825e+00,1.41090e+00,7.43752e-01
3158,1.33097e+00,1.10879e-01,2.10839e+00,1.63935e+00,2.94960e+00,9.68104e-01,9.92998e-01,1.43805e+00,3.08294e+00,1.41688e-01,2.56273e+00,2.68940e+00,2.93091e+00
3159,1.37292e+00,1.79325e-01,2.16528e+00,1.48562e+00,2.30294e+00,2.72286e+00,1.81747e+00,3.01607e-01,2.37512e+00,2.55573e+00,2.61977e+00,3.86376e-01,1.76374e+00
3160,1.18672e+00,1.71737e-01,2.32332e+00,3.22241e+00,2.51633e+00,4.02702e-01,1.90574e+00,1.94981e+00,1.03137e+00,1.42311e-01,1.22315e+00,4.19914e-01,2.23321e+00
3161,1.13177e+00,1.37296e-01,3.39212e+00,1.85659e+00,2.47013e+00,2.76261e+00,3.10531e+00,2.85282e+00,2.29860e-01,3.00300e+00,1.34084e+00,6.32447e-02,2.04818e+00
3162,1.45144e+00,1.58571e-01,6.91166e-01,1.80420e+00,2.43511e+00,1.62361e+00,7.33428e-01,3.18019e+00,5.15185e-01,3.39519e+00,2.81195e+00,2.52889e+00,2.51320e+00
3163,1.17964e+00,1.30224e-01,5.54940e-01,1.56548e+00,1.76321e+00,2.30133e+00,2.40992e+00,1.53764e+00,2.30240e+00,8.03684e-01,1.43883e+00,6.62700e-01,1.72194e+00
3164,1.27610e+00,1.41000e-01,2.09185e+00,3.14379e+00,1.50343e+00,3.22692e+00,2.09893e+00,1.89021e+00,2.02406e+00,1.70842e+00,1.70782e+00,1.09057e+00,2.18999e+00
3165,1.30614e+00,7.57142e-02,1.69698e+00,1.39919e+00,5.05279e-01,2.23369e+00,1.99579e+00,6.73764e-03,1.23154e+00,3.41228e-01,1.60500e-01,2.80110e+00,3.19103e+00
3166,1.55703e+00,1.02594e-01,8.74391e-01,2.71272e+00,1.26382e+00,6.56770e-01,1.15173e+00,1.64433e+00,6.01743e-01,1.35448e+00,3.18617e+00,2.35784e+00,2.55794e+00
3167,1.44930e+00,1.37722e-01,1.29206e+00,2.29014e+00,5.91023e-01,2.82463e+00,3.03476e+00,2.46987e+00,2.88142e+00,7.49228e-01,1.19176e+00,2.73070e+00,1.58109e+00
3168,1.49969e+00,6.81927e-02,2.66813e+00,3.37744e-01,1.22101e+00,3.25979e+00,8.91711e-01,1.74328e+00,1.53432e+00,1.44439e+00,3.21021e+00,3.59336e-01,2.79811e+00
3169,1.46055e+00,1.41168e-01,2.11025e+00,1.80807e+00,2.02302e+00,2.65656e+00,1.34576e+00,2.35018e+00,7.78518e-01,1.42891e+00,7.79889e-01,6.93512e-01,7.73983e-01
3170,1.36250e+00,1.16074e-01,8.85326e-01,1.06994e+00,6.47507e-01,4.51926e-01,2.75967e+00,3.19841e+00,3.64322e-01,1.64932e+00,3.10623e+00,3.20302e+00,1.93098e+00
3171,1.55923e+00,1.32216e-01,2.88678e+00,2.81124e+00,1.31958e+00,1.13720e+00,3.25206e+00,1.89360e+00,2.03520e+00,4.18133e-01,1.04211e+00,1.84632e+00,3.03454e-01
3172,1.15222e+00,1.38697e-01,2.18112e+00,8.48478e-01,3.11849e+00,1.75773e+00,8.12616e-03,9.08912e-02,1.56388e+00,6.17930e-01,2.60454e+00,3.97532e-01,2.21536e+00
3173,1.38845e+00,2.00658e-01,3.26515e+00,7.51266e-01,1.69739e+00,1.01502e+00,2.27223e+00,1.47994e+00,2.26364e+00,2.51168e+00,2.31347e+00,1.13431e+00,5.94844e-02
3174,1.40590e+00,1.91255e-01,3.56380e-01,7.73761e-01,1.76663e+00,2.77136e+00,4.20352e-01,1.62967e+00,2.55163e+00,6.23215e-01,3.05844e+00,2.55413e+00,1.55259e-01
3175,1.36561e+00,1.01049e-01,1.33356e-01,9.65212e-01,2.15835e+00,1.20494e+00,4.88076e-01,9.15042e-01,1.65474e+00,3.07390e+00,1.25666e+00,1.52536e+00,2.21029e+00
3176,1.43304e+00,1.48683e-01,2.48446e+00,3.28562e+00,1.33411e+00,8.73870e-01,4.37978e-01,2.48308e+00,1.02760e+00,2.55372e+00,1.16585e+00,1.05955e+00,8.46071e-02
3177,1.47124e+00,1.08455e-01,2.00456e+00,1.85928e+00,3.39455e+00,3.15393e+00,1.08898e+00,2.93716e+00,1.36154e+00,1.12648e+00,6.90477e-01,5.44593e-02,1.38987e+00
3178,1.45603e+00,1.29560e-01,3.04540e+00,1.44293e+00,1.47259e+00,7.68243e-01,7.93014e-01,1.94981e+00,1.89973e+00,2.28742e+00,2.06251e+00,2.85279e+00,9.97556e-01
3179,1.28592e+00,1.30308e-01,2.16604e+00,3.33340e+00,2.37210e+00,1.38736e+00,3.84069e-01,1.95632e+00,2.88879e+00,3.38441e+00,2.55717e+00,2.43473e+00,4.46081e-01
3180,1.35007e+00,4.55762e-02,2.74172e+00,3.68737e-01,2.95475e+00,2.41481e+00,1.63066e+00,1.34190e+00,2.74119e+00,3.00013e+00,3.24312e+00,1.73045e+00,1.50513e+00
3181,1.46841e+00,1.40792e-01,5.94191e-01,1.27917e+00,4.05111e-01,9.79068e-01,1.40951e+00,4.18775e-01,5.90962e-01,1.33110e+00,2.13509e+00,6.33807e-01,4.73203e-01
3182,1.27319e+00,1.39785e-01,2.74269e+00,7.09855e-01,2.70436e+00,2.58211e+00,2.58671e-01,1.23424e+00,1.80950e+00,1.68758e+00,1.15648e+00,3.39527e+00,1.81933e+00
3183,1.43584e+00,9.89477e-02,2.64756e+00,7.51678e-01,9.03660e-02,3.16598e+00,2.59142e+00,2.09158e+00,1.85930e+00,1.90678e+00,4.36899e-01,1.34391e+00,2.47123e+00
3184,1.27434e+00,1.45358e-01,3.22448e+00,2.08444e+00,4.71544e-01,1.60693e+00,1.39963e+00,1.21242e+00,2.16065e+00,1.44915e+00,2.05739e-01,3.16923e+00,2.77773e+00
3185,1.38623e+00,2.59439e-02,3.35085e+00,1.45806e-01,3.12109e+00,2.76256e+00,9.73230e-02,1.01809e+00,2.22924e+00,1.46950e+00,2.52198e+00,2.67944e+00,1.42078e+00
3186,1.19775e+00,1.09155e-01,2.38622e+00,1.72658e-01,1.63081e+00,1.98508e+00,1.92279e+00,2.47871e-01,1.00889e+00,3.03690e+00,1.93840e+00,1.14693e+00,3.34685e+00
3187,1.42446e+00,1.52823e-01,1.67009e+00,2.92776e+00,3.02685e+00,2.48905e+00,3.25983e+00,4.22203e-01,1.00428e+00,3.72491e-01,3.15197e+00,1.83982e-01,1.94791e+00
3188,1.59009e+00,9.45410e-02,2.74409e+00,1.11411e+00,1.74546e+00,7.97653e-02,3.09862e-01,1.95419e+00,2.39957e+00,1.82532e+00,2.66572e+00,3.18941e+00,1.52615e+00
3189,1.21971e+00,1.28314e-01,1.10837e+00,1.65497e+00,2.93138e+00,6.13780e-01,1.57132e+00,3.33917e+00,1.64900e+00,2.03141e-01,5.37066e-01,2.02299e+00,3.17106e+00
3190,1.46345e+00,9.76979e-02,2.27819e-01,1.24881e+00,3.09969e+00,5.23067e-01,2.05991e+00,3.25789e+00,9.56470e-01,9.69939e-01,1.95734e+00,9.72095e-01,5.07278e-01
3191,1.19683e+00,2.28178e-01,1.09023e+00,1.47933e+00,1.79263e+00,3.94434e-01,2.88004e+00,6.71039e-01,2.44191e+00,1.47108e+00,1.45877e+00,1.10137e+00,1.61865e-01
3192,1.47245e+00,9.44536e-02,2.68282e+00,1.75645e+00,2.08661e+00,2.02892e+00,4.30917e-01,2.36356e+00,2.19142e+00,2.18977e+00,9.35796e-01,5.77216e-01,2.00278e+00
3193,1.32554e+00,1.06419e-01,1.82668e+00,2.15412e+00,2.45328e+00,8.20886e-01,4.85395e-01,2.17930e+00,2.73678e+00,2.20765e+00,2.77301e+00,2.71851e+00,1.94586e+00
3194,1.55915e+00,1.34896e-01,8.49108e-01,3.06729e+00,1.86162e+00,1.59480e+00,3.18866e+00,5.01466e-01,3.27669e+00,4.16122e-01,3.00556e+00,8.62159e-01,3.13495e+00
3195,1.29552e+00,8.34323e-02,2.69581e+00,2.80770e+00,2.11407e+00,2.08764e-01,2.00170e+00,2.56243e+00,1.81629e+00,1.37319e+00,2.64391e+00,2.45026e+00,3.33832e+00
3196,1.22782e+00,1.27049e-01,2.59359e+00,4.89606e-01,2.78890e+00,2.94198e+00,5.82513e-01,1.56233e+00,7.55004e-01,3.21051e+00,3.29679e+00,8.46848e-01,1.51431e+00
3197,1.24583e+00,1.39304e-01,7.64633e-01,3.29602e+00,2.03614e+00,1.48096e+00,3.26059e+00,1.62856e+00,3.06691e+00,2.70715e+00,2.92990e+00,5.83333e-01,1.56870e+00
3198,1.49759e+00,1.23638e-01,1.38151e+00,1.19135e+00,3.07571e+00,3.35232e+00,1.54378e+00,3.28641e+00,2.35240e+00,1.57262e+00,1.89377e+00,1.13655e+00,5.33067e-01
3199,1.25204e+00,1.43788e-01,3.07535e+00,1.02355e+00,2.31596e+00,1.05829e+00,1.91715e+00,2.77354e+00,1.59552e+00,2.48057e+00,7.71724e-01,2.92956e+00,1.39724e+00
3200,1.30942e+00,8.79745e-02,2.53721e+00,4.68645e-01,1.32893e+00,2.70921e+00,1.65006e+00,9.87454e-01,1.84383e+00,2.38726e+00,2.40812e+00,7.84975e-01,2.46468e+00
3201,1.13502e+00,1.53478e-01,6.90283e-01,9.35446e-03,2.36877e+00,2.93625e+00,2.55496e+00,1.57325e+00,8.66083e-01,6.98672e-01,8.55442e-02,2.63058e-02,3.53640e-01
3202,1.49691e+00,1.04031e-01,1.87762e-01,7.21032e-01,9.89461e-01,1.91335e+00,3.34170e+00,2.45032e+00,8.74504e-01,2.61960e+00,2.31670e+00,2.18159e+00,3.66918e-01
3203,1.53968e+00,1.89901e-01,2.59432e+00,4.26458e-01,1.04204e-01,1.30029e+00,7.35635e-02,1.75880e-01,9.68779e-01,1.80152e+00,2.84677e+00,3.63834e-01,5.79408e-02
3204,1.24583e+00,1.39304e-01,7.64633e-01,3.29602e+00,2.03614e+00,1.48096e+00,3.26059e+00,1.62856e+00,3.06691e+00,2.70715e+00,2.92990e+00,5.83333e-01,1.56870e+00
3205,1.65034e+00,1.32013e-01,9.98277e-01,1.28885e+00,2.10804e+00,1.60842e+00,1.12201e-01,3.34873e+00,9.93646e-01,2.97436e+00,1.35403e+00,4.65115e-01,1.80158e+00
3206,1.31519e+00,1.59531e-01,2.36448e-01,1.51021e+00,1.54312e-01,1.61429e+00,3.29382e+00,1.05976e+00,1.07741e+00,3.01037e+00,6.81392e-01,4.78357e-02,4.10944e-01
3207,1.36561e+00,1.01049e-01,1.33356e-01,9.65212e-01,2.15835e+00,1.20494e+00,4.88076e-01,9.15042e-01,1.65474e+00,3.07390e+00,1.25666e+00,1.52536e+00,2.21029e+00
3208,1.11128e+00,1.23478e-01,3.27757e+00,1.81976e+00,2.86551e+00,3.08861e+00,7.47916e-01,3.07288e+00,1.24872e+00,2.54722e-01,1.59422e+00,8.85345e-01,3.34605e+00
3209,1.48519e+00,9.98853e-02,2.10893e+00,1.53379e+00,1.23390e-01,1.22550e+00,1.72373e+00,7.55197e-01,5.66623e-02,7.36464e-01,1.79072e-01,3.15023e+00,3.00715e+00
3210,1.52959e+00,8.17538e-02,1.83590e+00,1.27912e+00,2.79171e+00,1.06726e+00,3.25144e+00,2.50638e+00,1.02416e+00,1.44514e+00,2.68882e+00,2.95272e-01,2.50500e+00
3211,1.29648e+00,1.19640e-01,1.23883e+00,1.55981e+00,1.87143e+00,2.46169e+00,8.32036e-01,8.76792e-01,1.34082e+00,3.04950e+00,2.15262e+00,1.38621e+00,1.79659e+00
3212,1.38279e+00,1.74185e-01,2.92742e+00,9.52481e-01,1.75456e+00,5.50074e-01,5.43297e-01,3.27794e+00,2.78577e+00,3.24862e+00,2.82569e+00,2.39521e+00,6.25881e-01
3213,1.32816e+00,2.03652e-01,2.05881e+00,2.68728e+00,1.80823e+00,1.31266e-02,9.39191e-01,9.52751e-01,1.44508e+00,1.21733e+00,2.09622e+00,2.36842e+00,2.34077e+00
3214,1.54578e+00,7.70904e-02,2.10124e+00,2.76346e-01,4.00563e-01,1.69617e+00,1.28230e+00,1.83614e-01,1.20053e-01,2.11405e+00,2.61646e+00,2.58276e+00,2.01717e+00
3215,1.13366e+00,1.71441e-01,2.15435e+00,1.42242e-01,3.75772e-01,1.90692e+00,3.08428e+00,1.82300e+00,4.46155e-01,2.99053e+00,4.07520e-01,2.56189e+00,6.27196e-01
3216,1.21444e+00,1.79939e-01,2.90908e+00,2.19176e+00,8.14311e-01,2.36513e+00,3.18501e+00,2.83099e+00,2.60324e+00,1.87361e+00,2.54551e+00,1.31865e+00,1.85771e+00
3217,1.44378e+00,6.02525e-02,2.87450e+00,3.30777e+00,1.32217e+00,7.79011e-01,9.27160e-01,1.15920e-01,4.12174e-01,1.80266e+00,1.99325e+00,2.50368e+00,1.56181e+00
3218,1.18155e+00,1.42630e-01,2.76573e-01,2.83520e+00,2.64917e+00,1.55257e+00,1.40654e+00,3.11837e+00,2.72873e+00,3.13345e+00,1.31317e+00,1.52557e+00,1.27677e+00
3219,1.44553e+00,7.99762e-02,2.98905e+00,6.61799e-01,2.07373e+00,9.49439e-01,5.03597e-01,2.82575e+00,7.09460e-03,3.31025e+00,2.62466e+00,2.47289e+00,4.74769e-01
3220,1.42921e+00,1.80863e-01,2.46908e+00,1.97884e+00,1.69667e+00,1.86400e+00,1.92129e+00,2.70502e+00,1.18090e+00,3.00997e+00,2.57429e+00,2.12364e+00,6.29493e-01
3221,1.45630e+00,9.74123e-02,2.88874e+00,2.18512e-01,1.40004e+00,6.06360e-01,1.58666e+00,9.27997e-01,2.12693e+00,2.29619e+00,2.87264e+00,2.20558e+00,2.30369e+00
3222,1.44453e+00,9.90245e-02,1.50997e+00,1.71671e+00,1.49142e+00,3.33447e+00,3.37006e-01,8.37960e-01,3.16731e+00,2.41006e+00,3.32522e+00,2.21569e+00,2.48596e+00
3223,1.28290e+00,2.33942e-01,4.30322e-01,5.12097e-01,2.50839e+00,1.43918e-01,2.52211e+00,3.58505e-01,2.85969e+00,2.73596e+00,1.53308e+00,3.21036e+00,1.01349e+00
3224,1.34126e+00,1.23981e-01,8.71716e-01,2.91611e+00,1.49394e+00,3.20218e-01,7.55760e-01,3.24145e+00,3.21331e+00,1.89010e+00,3.02934e+00,3.03099e+00,1.98327e+00
3225,1.26583e+00,1.52495e-01,1.13939e+00,9.42299e-01,3.20287e-01,3.14077e+00,1.48914e+00,2.16572e+00,1.25699e+00,2.45521e+00,2.17465e+00,2.42595e-01,3.94121e-01
3226,1.26826e+00,1.15367e-01,2.81298e+00,2.28215e+00,1.97206e+00,1.42289e+00,3.28614e+00,3.35770e+00,2.30604e+00,7.28747e-01,1.63421e+00,3.23401e+00,2.63549e+00
3227,1.15495e+00,1.39364e-01,1.43983e+00,1.19338e+00,1.89360e+00,5.59892e-01,3.33453e+00,1.60573e+00,1.86253e+00,3.23706e+00,1.69769e+00,3.28478e+00,2.80678e+00
3228,1.18465e+00,1.71277e-01,2.52827e+00,1.47741e-01,1.03355e+00,3.02961e+00,4.93923e-01,1.58325e+00,6.84769e-01,1.37548e+00,1.25549e+00,2.67417e-01,2.05490e+00
3229,1.27186e+00,1.30515e-01,5.09615e-01,1.14383e+00,1.42110e-01,1.82398e+00,3.27008e+00,1.54696e+00,5.41161e-01,2.53490e-01,3.03739e+00,6.67688e-01,1.01662e+00
3230,1.32210e+00,9.93710e-02,1.28015e+00,2.94341e+00,2.28689e+00,1.06356e+00,3.40738e-01,3.16465e+00,6.63400e-01,9.66863e-01,1.04954e+00,1.45793e+00,8.30542e-01
3231,1.55124e+00,6.52498e-02,3.32509e+00,1.23655e+00,1.86585e+00,1.61320e+00,8.51509e-01,2.72269e+00,1.37923e+00,1.11729e+00,3.39197e+00,3.81871e-01,2.72141e+00
3232,1.51616e+00,1.40722e-01,9.63319e-01,2.48946e+00,3.28037e+00,3.09514e+00,3.18359e+00,3.33033e+00,2.61127e+00,6.18917e-01,2.85971e+00,3.13062e+00,2.66206e+00
3233,1.23106e+00,1.48879e-01,8.19505e-02,2.12304e+00,2.42850e+00,1.02726e+00,2.42620e+00,3.00939e+00,1.94048e+00,2.22396e+00,2.38613e+00,2.35804e+00,1.50017e+00
3234,1.33845e+00,1.82475e-01,1.26651e+00,3.15403e+00,1.24925e+00,5.71115e-01,1.36824e+00,3.44557e-01,1.69077e+00,1.51785e+00,2.52479e+00,1.54354e+00,2.03852e+00
3235,1.43109e+00,1.63786e-01,1.23642e+00,3.06914e+00,3.13573e+00,6.40053e-01,4.30847e-01,7.67070e-02,1.83752e+00,1.17706e-01,2.79134e+00,1.62136e+00,4.88627e-01
3236,1.28469e+00,1.43693e-01,6.61163e-01,1.21643e+00,3.29542e+00,2.73727e+00,1.97629e+00,3.07549e+00,2.64097e+00,2.55842e+00,2.52627e+00,7.90988e-01,1.01742e+00
3237,1.33607e+00,1.40806e-01,2.14115e+00,1.27539e+00,2.18387e+00,6.13793e-01,7.62595e-01,1.98992e+00,3.17064e+00,1.05103e+00,5.21367e-01,8.06730e-02,1.83609e-01
3238,1.32560e+00,1.49012e-01,1.85588e+00,2.27468e+00,3.23748e+00,1.41341e+00,2.78354e-01,2.87568e+00,4.39613e-01,1.98615e+00,3.03687e+00,1.91324e+00,2.30277e-01
3239,1.47390e+00,1.60637e-01,1.43538e+00,2.65357e+00,1.48172e-01,2.84294e+00,7.94250e-01,1.89691e+00,3.22677e+00,3.17473e+00,1.57413e+00,2.52868e+00,3.31486e-01
3240,1.67927e+00,9.66793e-02,3.20870e+00,2.66316e+00,6.20950e-01,2.09503e-01,5.66788e-01,2.25270e+00,2.91887e+00,2.01677e+00,9.25094e-01,1.81029e+00,2.77815e+00
3241,1.50577e+00,1.07122e-01,1.11194e+00,1.44033e-01,1.82891e+00,1.92691e-01,2.12784e-02,1.07669e-02,5.23301e-01,1.88879e-01,3.17627e+00,3.18009e+00,1.31488e-02
3242,1.39790e+00,1.49429e-01,1.67285e-01,3.00620e+00,2.37301e+00,2.53644e+00,2.13291e+00,2.62002e+00,3.27479e-01,3.23622e+00,1.12707e+00,6.85829e-01,2.42402e+00
3243,1.31993e+00,1.48159e-01,2.51984e+00,2.73502e+00,3.24322e+00,3.31022e+00,3.15975e+00,1.27411e+00,9.94524e-01,1.73142e+00,4.63692e-01,1.25133e+00,1.59591e+00
3244,1.37571e+00,6.81961e-02,1.17302e+00,2.71709e+00,1.61500e+00,2.78258e+00,2.77823e-01,5.84529e-02,8.03290e-01,8.25958e-01,9.42435e-01,1.41085e+00,2.78044e+00
3245,1.42937e+00,1.34177e-01,2.26361e+00,6.71714e-01,3.00611e+00,3.22124e+00,2.83062e+00,1.85212e+00,1.00036e+00,2.85712e+00,1.08102e+00,2.30400e+00,1.69025e+00
3246,1.27043e+00,1.10297e-01,1.13947e+00,3.20368e+00,3.28916e+00,1.14923e+00,1.76691e-01,2.83780e+00,3.38085e+00,2.47273e+00,2.18226e+00,2.10221e-01,4.32273e-01
3247,1.31846e+00,1.49248e-01,3.38488e+00,1.45989e+00,7.62662e-01,7.43690e-01,2.95057e+00,2.76736e+00,2.77497e+00,1.55268e+00,1.34819e+00,2.26404e+00,1.88037e+00
3248,1.47535e+00,1.02325e-01,2.23154e-01,1.21939e+00,1.43019e+00,2.82582e+00,6.32463e-01,1.98992e+00,1.68318e+00,3.38905e+00,1.50363e+00,2.30568e+00,1.31186e+00
